source,symbol,company,isin,industry,desc,announced_at,attachment_text,pdf_url,is_order_win,order_value_inr,counterparty_type
NSE-equities,EICHERMOT,Eicher Motors Limited,INE066A01013,Automobiles - 4 Wheelers,Updates,2024-06-26 11:15:16,Eicher Motors Limited has informed the Exchange regarding 'GST demand order'.,https://nsearchives.nseindia.com/corporate/EICHERMOT_26062024111516_EMLDemandOrderfromGSTIntimationtostockexchanges26062024Signed.pdf,False,,unclear
NSE-equities,TIMETECHNO,Time Technoplast Limited,INE508G01029,Plastic And Plastic Products,Updates,2024-06-25 19:41:47,Time Technoplast Limited has informed the Exchange regarding 'Additional order for supply of Type-IV LPG Composite Cylinder from INDIAN OIL CORPORATION LIMITED (IOCL)'.,https://nsearchives.nseindia.com/corporate/TIMETECHNO_25062024194147_Intimation25062024.pdf,True,,govt
NSE-equities,SAMMAANCAP,Sammaan Capital Limited,INE148I01020,,Updates,2024-06-25 19:19:02,"Indiabulls Housing Finance Limited has informed the Exchange regarding 'Pursuant to Regulations 30 and 57 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby certify that our Company has made timely payment of interest in respect of the following Secured Redeemable Non-Convertible Debentures, issued by our Company, on private placement basis.For details refer attachment",https://nsearchives.nseindia.com/corporate/IBULHSGFIN_25062024191902_IHFL_Exchange_intimation_25062024.pdf,False,,unclear
NSE-equities,VPRPL,Vishnu Prakash R Punglia Limited,INE0AE001013,,Press Release,2024-06-25 17:44:32,"Vishnu Prakash R Punglia Limited has informed the Exchange regarding a press release dated Jun 25, 2024, titled ""VPRPL Awarded Contract by U.P. Jal Nigam (Urban), Prayagraj"".",https://nsearchives.nseindia.com/corporate/VPRPL_25062024174432_pressrelease.pdf,True,,govt
NSE-equities,SAMMAANCAP,Sammaan Capital Limited,INE148I01020,,Updates,2024-06-25 14:09:32,"Indiabulls Housing Finance Limited has informed the Exchange regarding 'Pursuant to Regulations 30 and 57 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby certify that our Company has made timely payment of interest in respect of the following Secured Redeemable Non-convertible Debentures (NCDs), issued by our Company, through Public Issue, and listed on the Stock Exchange.For details, refer attachment.'.",https://nsearchives.nseindia.com/corporate/IBULHSGFIN_25062024140932_IHFL_Exchange_intimation_57_25062024.pdf,False,,unclear
NSE-equities,PSB,Punjab & Sind Bank,INE608A01012,Banks,Reply to Clarification Sought,2024-06-25 11:12:04,"PSB:The Exchange had sought clarification from Punjab & Sind Bank with respect to announcement dated 31-May-2024, regarding appointment of Mr. Rajendra Prasad Gupta as Shareholder Director of the Bank"". On basis of above the Company was required to clarify following: 1. Affirmation that the Director being appointed is not debarred from holding the office of director by virtue of any SEBI order or any other such authority. The response of the Company is attached.",https://nsearchives.nseindia.com/corporate/PSB_25062024111204_bsense19062024.pdf,False,,unclear
NSE-equities,KPIL,Kalpataru Projects International Limited,INE220B01022,,Press Release,2024-06-25 08:52:45,"Kalpataru Projects International Limited has informed the Exchange regarding a press release dated Jun 25, 2024, titled ""KPIL AWARDED NEW ORDERS OF RS. 2,333 CRORES"".",https://nsearchives.nseindia.com/corporate/KPIL_25062024085245_SEIntimationPressrelease_25062024.pdf,True,23330000000.0,unclear
NSE-equities,RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024,,Press Release,2024-06-25 08:33:26,"Rategain Travel Technologies Limited has informed the Exchange regarding a press release dated Jun 25, 2024, titled ""RateGain Awarded as One of the Top 100 Workplaces in India by Great Place to Work?"".",https://nsearchives.nseindia.com/corporate/RATEGAIN_25062024083326_RG_PR_250624.pdf,False,,unclear
NSE-equities,ACLGATI,Allcargo Gati Limited,INE152B01027,,Updates,2024-06-24 23:45:47,Allcargo Gati Limited has informed the Exchange regarding 'Announcement under Regulation 30 of Listing Regulations - Indemnity Agreement'.,https://nsearchives.nseindia.com/corporate/ACLGATI_24062024234547_AGLReg30IndemnityAgreement24062024.pdf,False,,unclear
NSE-equities,CRAFTSMAN,Craftsman Automation Limited,INE00LO01017,,Updates,2024-06-24 19:05:11,Craftsman Automation Limited has informed the Exchange regarding 'Memorandum of understanding entered '.,https://nsearchives.nseindia.com/corporate/CRAFTSMAN_24062024190511_CraftsmanRegulation30AnnouncementSigned.pdf,False,,unclear
NSE-equities,CRAFTSMAN,Craftsman Automation Limited,INE00LO01017,,Memorandum of Understanding/Agreements,2024-06-24 18:58:34,Craftsman Automation Limited has informed the Exchange about Memorandum of Understanding/Agreements,https://nsearchives.nseindia.com/corporate/CRAFTSMAN_24062024185834_CraftsmanRegulation30AnnouncementSigned.pdf,False,,unclear
NSE-equities,INFOBEAN,InfoBeans Technologies Limited,INE344S01016,,Updates,2024-06-24 18:09:23,InfoBeans Techno. Ltd. has informed the Exchange regarding 'Madhya Pradesh Leadership Award'.,https://nsearchives.nseindia.com/corporate/INFOBEAN_24062024180923_AwardIntimation.pdf,False,,unclear
NSE-equities,NPST,Network People Services Technologies Limited,INE0FFK01017,,Updates,2024-06-24 17:27:45,"Network People Services Technologies Limited has informed the Exchange regarding 'securing of  Purchase order for Supply, Development, Installation, Configuration, Customization, Implementation, Maintenance, Monitoring, Management and Commissioning of All in One Super App Mobile Banking Solution for a period of Three years for the following banks:1. Kerala Gramin Bank2. Karnataka Gramin Bank'.",https://nsearchives.nseindia.com/corporate/NPST_24062024172745_NSEIntimation24062024signed.pdf,True,,govt
NSE-equities,VPRPL,Vishnu Prakash R Punglia Limited,INE0AE001013,,Press Release,2024-06-24 17:10:37,"Vishnu Prakash R Punglia Limited has informed the Exchange regarding a press release dated Jun 24, 2024, titled "" VPRPL Awarded Contract by Public Works Department Sarvana, Bicholim Goa  "".",https://nsearchives.nseindia.com/corporate/VPRPL_24062024171037_pressrelease.pdf,True,,govt
NSE-equities,SHALBY,Shalby Limited,INE597J01018,,Updates,2024-06-24 16:51:05,Shalby Limited has informed the Exchange regarding 'Termination of Franchise Agreement'.,https://nsearchives.nseindia.com/corporate/SHALBY_24062024165105_30TeminiationofFranchiseAgreement.pdf,False,,unclear
NSE-equities,LEMERITE,Le Merite Exports Limited,INE0G1L01017,,Updates,2024-06-24 12:35:54,Le Merite Exports Limited has informed the Exchange regarding 'Winning FIEO (Western Region) Export Excellence Award'.,https://nsearchives.nseindia.com/corporate/LEMERITE_24062024123554_Awards.pdf,False,,unclear
NSE-equities,RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013,Construction,Updates,2024-06-24 11:55:51,"R.P.P. Infra Projects Limited has informed the Exchange regarding 'R.P,P Infra Projects Ltd wins New work order worth approx152.11 crores including gst'.",https://nsearchives.nseindia.com/corporate/RPPINFRA_24062024115551_Intimationofnewworkorderhathrashjailsigned.pdf,True,1521100000.0,unclear
NSE-equities,SANGHVIMOV,Sanghvi Movers Limited,INE989A01024,Engineering,Updates,2024-06-24 11:21:11,Sanghvi Movers Limited has informed the Exchange about receipt of two work orders of total value in excess of Rs. 180 Crores,https://nsearchives.nseindia.com/corporate/SANGHVIMOV_24062024112111_SML_SE_Intimation_R30_signed_24062024.pdf,True,1800000000.0,unclear
NSE-equities,NBCC,NBCC (India) Limited,INE095N01015,Construction,Updates,2024-06-24 11:05:31,"NBCC (India) Limited has informed the Exchange regarding 'Intimation of work order received by NBCC in normal course of business, amounting Rs. 100 crore (Approx.) '.",https://nsearchives.nseindia.com/corporate/NBCC_24062024110532_StockExchangeIntimation24062024RECwork.pdf,True,1000000000.0,unclear
NSE-equities,LT,Larsen & Toubro Limited,INE018A01030,Engineering,Press Release,2024-06-24 10:56:53,"Larsen & Toubro Limited has informed the Exchange regarding a press release dated Jun 24, 2024, titled ""L&T Pushes Green agenda, wins (Significant*) order to buildSolar cum Energy Storage plant"".",https://nsearchives.nseindia.com/corporate/LT_24062024105653_PressRelease24062024.pdf,True,,unclear
NSE-equities,PFIZER,Pfizer Limited,INE182A01018,Pharmaceuticals,Updates,2024-06-22 20:56:02,"Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( LODR Regulations ), we wish to inform you that, the Company has received an Order on June 21, 2024 issued by the Deputy Commissioner (C.P.)   1, Sate Tax, Dehradun for a penalty of Rs. 14,19,585/- basis an assessment for the financial year 2017-18, under the Value Added Tax Act, 2005.Based on our assessment, we believe that the said demand is not maintainable, and the Company is in the process of preferring an appeal against the said Order. The Order has no material impact on the financials, operations or other activities of the Company.",https://nsearchives.nseindia.com/corporate/PFIZER_22062024205603_StockExchangeIntimationIntimationunderReg30VATDemand.pdf,False,,unclear
NSE-equities,MARINE,Marine Electricals (India) Limited,INE01JE01010,,Updates,2024-06-22 15:44:44,"Marine Electricals (India) Limited has informed the Exchange regarding 'has received an order amounting to 11.16Cr (Excluding Taxes) from Princeton Digital Group, for Supply and installation of LV - Panel. The Delivery shall be over a period of 3-4 Months.'.",https://nsearchives.nseindia.com/corporate/MARINE_22062024154444_OrderIntiamationSigned.pdf,True,111600000.0,private
NSE-equities,GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,,Updates,2024-06-22 14:49:30,Garden Reach Shipbuilders & Engineers Limited has informed the Exchange that the Company has signed Contract for Construction and delivery of (04) Multi-Purpose Vessels of 7500 DWT each with M/s Carsten Rehder Schiffsmakler and Reederei GmbH & Co. The total order value is approx. 54 Million USD.,https://nsearchives.nseindia.com/corporate/GRSE_22062024144930_Contract_for_Construction_and_delivery_of_04_MultiPurposeVessels.pdf,True,,private
NSE-equities,WEWIN,WE WIN LIMITED,INE082W01014,,Trading Window,2024-06-22 11:25:03,"WE WIN LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",https://nsearchives.nseindia.com/corporate/WEWIN_22062024112503_TradingWindowClosure22062024.pdf,False,,unclear
NSE-equities,JSWENERGY,JSW Energy Limited,INE121E01018,Power,Updates,2024-06-21 22:34:18,JSW Energy Limited has informed the Exchange regarding 'Letter of Award from Solar Energy Corporation of India Limited for 300 MW ISTSconnected Wind-Solar Hybrid Power Project'.,https://nsearchives.nseindia.com/corporate/JSWENERGY_21062024223419_LettertoBSEandNSESECITrancheVIII.pdf,True,,govt
NSE-equities,WEWIN,WE WIN LIMITED,INE082W01014,,Updates,2024-06-21 22:16:56,"WE WIN LIMITED has informed the Exchange regarding 'Disclosure as per sub-Para 7B and 7C of Para A of Part A Schedule III of SEBI (listing Obligations and Disclosure Requirements) Regulations, 2015'.",https://nsearchives.nseindia.com/corporate/WEWIN_21062024221656_Disclosure21062024.pdf,False,,unclear
NSE-equities,JSWENERGY,JSW Energy Limited,INE121E01018,Power,Updates,2024-06-21 20:21:23,JSW Energy Limited has informed the Exchange regarding 'Rating by Fitch Ratings of JSW Hydro Energy Limited's USD707 million senior secured notes due 2031 '.,https://nsearchives.nseindia.com/corporate/JSWENERGY_21062024202123_LettertoBSENSEJSWHELBondsFitchRating21624.pdf,False,,unclear
NSE-equities,RELIGARE,Religare Enterprises Limited,INE621H01010,Finance,Clarification,2024-06-21 20:03:12,"RELIGARE:The Exchange has sought clarification from Religare Enterprises Limited with respect to an announcement submitted to the Exchange dated Jun 20, 2024, regarding receipt of the Interim Order cum Show Cause Notice dated June 19, 2024 issued by SEBI on June 20, 2024. On basis of above you are required to clarify following as per sub-para 20 of Para A of Part A of Schedule III of SEBI Listing Regulations, 2015 - 1. Nature and details of the action(s) taken, initiated or order(s) passed, 2. Details of the violation(s)/contravention(s) committed or alleged to be committed, 3. Impact on financial, operation or other activities of the listed entity, quantifiable in monetary terms to the extent possible. The response of the Company is awaited.",-,False,,unclear
NSE-equities,VEDL,Vedanta Limited,INE205A01025,,Updates,2024-06-21 17:40:32,Vedanta Limited has informed the Exchange regarding 'Payment of Interest due on Secured Redeemable Non-Convertible Debentures'.,https://nsearchives.nseindia.com/corporate/VEDL_21062024174032_VEDLCertificationofInterestPayment21Jun2024signed.pdf,False,,unclear
NSE-equities,KIRLPNU,Kirloskar Pneumatic Company Limited,INE811A01020,,Acquisition,2024-06-21 14:03:44,Kirloskar Pneumatic Company Limited has informed the Exchange about the entering into MOU,https://nsearchives.nseindia.com/corporate/KIRLPNU_21062024140344_Disclosure.pdf,False,,unclear
NSE-equities,SAMMAANCAP,Sammaan Capital Limited,INE148I01020,,Updates,2024-06-21 11:45:43,"Indiabulls Housing Finance Limited has informed the Exchange regarding 'Pursuant to Regulations 30 and 57 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby certify that our Company has made timely payment of interest in respect of the following Secured Redeemable Non-convertible Debentures and Unsecured Redeemable Non-Convertible Debentures (NCDs), issued by our Company, through Public Issue, and listed on the Stock Exchange.",https://nsearchives.nseindia.com/corporate/IBULHSGFIN_21062024114543_IHFL_Exchange_intimation_57_21062024.pdf,False,,unclear
NSE-equities,JMFINANCIL,JM Financial Limited,INE780C01023,Finance,Clarification,2024-06-21 11:17:30,"JMFINANCIL:The Exchange has sought clarification from JM Financial Limited with respect to announcement dated 20-Jun-2024, regarding "" JM Financial Limited has informed the Exchange regarding 'Confirmatory Order from SEBI'."". On basis of above the Company is required to provide the parameters as per Regulation 30 read with Schedule III Para A Sub Para 20 of SEBI LODR, 2015: The response of the Company is awaited.",-,False,,unclear
NSE-equities,RELIGARE,Religare Enterprises Limited,INE621H01010,Finance,News Verification,2024-06-21 11:13:34,The Exchange has sought clarification from Religare Enterprises Limited with respect to recent news item captioned Sebi orders Religare Enterprises to apply for open offer before July 12.  The response from the Company is attached.,https://nsearchives.nseindia.com/corporate/RELIGARE_21062024111334_RELREPLY20062024.pdf,False,,unclear
